,satisfaction_level,last_evaluation_score,project_count,average_monthly_hours,years_of_working,workplace_acciedent_count,employment_status,promotion_last_5years,department,salary_range,Score_variance
11379,0.64,0.38,5,122,4,0,0,0,sales,low,-0.26
11381,0.37,0.72,3,121,2,0,0,0,sales,low,0.35
11382,0.67,0.4,4,274,3,0,0,0,sales,low,-0.27
11383,0.86,0.89,4,153,4,0,0,0,sales,low,0.030000000000000027
11384,0.43,0.38,3,119,2,0,0,0,sales,low,-0.04999999999999999
11385,0.67,0.67,4,141,2,1,0,0,sales,low,0.0
11386,0.92,0.6,4,161,3,0,0,0,IT,low,-0.32000000000000006
11387,0.43,0.46,2,186,2,0,0,0,product_mng,low,0.030000000000000027
11388,0.52,0.8,3,252,4,0,0,0,product_mng,low,0.28
11389,0.16,0.42,3,182,3,1,0,0,product_mng,low,0.26
11390,0.49,0.6,4,264,2,1,0,0,product_mng,low,0.10999999999999999
11391,0.37,0.63,4,167,3,0,0,0,IT,low,0.26
11392,0.98,0.68,5,171,3,0,0,0,management,high,-0.29999999999999993
11393,0.33,0.97,5,130,4,0,0,0,management,high,0.6399999999999999
11394,0.14,0.79,5,271,4,0,0,0,management,high,0.65
11395,0.54,0.79,5,249,3,1,0,0,management,high,0.25
11396,0.63,0.48,4,180,4,0,0,0,management,high,-0.15000000000000002
11397,0.55,0.69,4,220,3,1,0,0,management,high,0.1399999999999999
11398,0.84,0.53,3,210,4,1,0,0,marketing,medium,-0.30999999999999994
11399,0.51,0.97,4,258,2,0,0,0,sales,medium,0.45999999999999996
11400,0.15,0.75,3,150,4,0,0,1,accounting,medium,0.6
11401,0.97,0.79,5,259,3,0,0,1,support,medium,-0.17999999999999994
11402,0.67,0.69,3,231,3,0,0,1,technical,medium,0.019999999999999907
11403,0.48,0.67,4,220,3,0,0,1,management,medium,0.19000000000000006
11404,0.69,0.58,4,149,3,0,0,1,marketing,medium,-0.10999999999999999
11405,0.6,0.62,3,238,4,0,0,1,marketing,medium,0.020000000000000018
11406,0.82,0.71,2,209,5,0,0,1,marketing,medium,-0.10999999999999999
11407,0.86,0.95,4,149,3,0,0,1,sales,medium,0.08999999999999997
11408,0.69,0.59,4,264,3,0,0,0,sales,medium,-0.09999999999999998
11409,0.87,0.87,5,207,2,0,0,0,sales,high,0.0
11411,0.94,0.51,6,239,5,0,0,0,sales,medium,-0.42999999999999994
11412,0.5,1.0,4,258,3,0,0,0,sales,medium,0.5
11413,0.16,0.72,3,203,3,0,0,0,sales,medium,0.5599999999999999
11414,0.89,0.99,2,258,3,0,0,0,sales,medium,0.09999999999999998
11415,0.69,0.51,3,257,3,1,0,0,IT,low,-0.17999999999999994
11416,0.5,0.51,5,134,3,0,0,0,product_mng,low,0.010000000000000009
11417,0.16,0.46,6,240,2,0,0,0,product_mng,low,0.30000000000000004
11418,0.75,0.99,2,237,5,1,0,0,product_mng,low,0.24
11419,0.64,0.66,5,157,2,0,0,0,product_mng,low,0.020000000000000018
11420,0.78,0.43,4,275,3,0,0,0,IT,low,-0.35000000000000003
11421,0.81,0.74,2,228,3,0,0,0,management,high,-0.07000000000000006
11422,0.55,0.58,3,254,2,0,0,0,management,high,0.029999999999999916
11423,0.53,0.53,4,257,2,0,0,0,management,high,0.0
11424,0.69,0.73,3,231,2,1,0,0,management,high,0.040000000000000036
11425,0.8,0.53,3,217,3,0,0,0,management,high,-0.27
11427,0.84,0.8,4,236,3,0,0,0,marketing,low,-0.039999999999999925
11428,0.64,0.55,4,215,2,0,0,0,sales,low,-0.08999999999999997
11429,0.78,0.57,4,157,3,0,0,0,accounting,low,-0.21000000000000008
11430,0.67,0.7,3,149,3,0,0,0,support,low,0.029999999999999916
11431,0.81,0.77,3,221,2,0,0,0,technical,low,-0.040000000000000036
11432,0.91,0.82,4,238,2,0,0,0,management,low,-0.09000000000000008
11433,0.75,0.89,6,250,2,0,0,0,marketing,medium,0.14
11434,0.78,0.96,3,202,4,1,0,0,marketing,medium,0.17999999999999994
11435,0.54,0.52,4,173,2,0,0,0,marketing,medium,-0.020000000000000018
11436,0.77,0.71,5,250,3,1,0,0,sales,medium,-0.06000000000000005
11437,0.89,0.63,4,270,3,1,0,0,sales,medium,-0.26
11438,0.16,0.98,3,232,5,0,0,0,sales,medium,0.82
11439,0.77,0.99,4,260,3,0,0,0,sales,medium,0.21999999999999997
11440,0.69,0.48,5,232,4,0,0,0,sales,medium,-0.20999999999999996
11441,0.61,0.81,4,134,3,0,0,0,sales,medium,0.20000000000000007
11442,0.59,0.81,4,189,3,0,0,0,sales,medium,0.22000000000000008
11443,0.58,0.8,4,113,3,0,0,0,IT,medium,0.22000000000000008
11444,0.88,0.67,5,264,3,0,0,0,product_mng,medium,-0.20999999999999996
11445,0.51,0.63,5,260,2,0,0,0,product_mng,high,0.12
11446,0.31,0.7,3,132,3,0,0,0,product_mng,low,0.38999999999999996
11447,0.52,0.52,4,168,3,0,0,0,product_mng,medium,0.0
11448,0.57,0.46,3,186,3,1,0,0,IT,medium,-0.10999999999999993
11449,0.5,0.77,3,267,2,0,0,0,management,high,0.27
11450,0.74,0.63,3,180,3,0,0,0,management,high,-0.10999999999999999
11451,0.74,0.77,3,211,3,0,0,0,management,high,0.030000000000000027
11452,0.82,0.51,2,268,2,0,0,0,management,high,-0.30999999999999994
11453,0.74,0.71,3,206,3,0,0,0,management,high,-0.030000000000000027
11454,0.2,0.59,6,113,3,0,0,0,management,high,0.38999999999999996
11455,0.63,0.48,4,179,3,0,0,0,marketing,low,-0.15000000000000002
11457,0.4,0.62,4,127,5,0,0,0,accounting,low,0.21999999999999997
11458,0.71,0.37,2,179,5,0,0,1,support,low,-0.33999999999999997
11459,0.84,0.73,4,197,3,0,0,1,technical,low,-0.10999999999999999
11460,0.59,0.84,4,251,4,1,0,1,management,low,0.25
11461,0.57,0.85,4,250,3,1,0,1,marketing,low,0.28
11462,0.81,0.61,2,176,5,0,0,1,marketing,low,-0.20000000000000007
11463,0.8,0.7,4,246,3,0,0,1,marketing,low,-0.10000000000000009
11464,0.49,0.66,3,155,3,0,0,1,sales,low,0.17000000000000004
11465,0.55,0.64,3,178,2,0,0,1,sales,low,0.08999999999999997
11466,0.68,0.4,3,213,5,1,0,1,sales,low,-0.28
11467,0.55,0.67,3,150,2,0,0,1,sales,low,0.12
11468,0.59,0.62,3,166,2,0,0,0,sales,low,0.030000000000000027
11469,0.91,0.8,5,169,4,0,0,0,sales,low,-0.10999999999999999
11470,0.48,0.9,4,208,3,0,0,0,sales,low,0.42000000000000004
11471,0.84,0.66,3,209,2,0,0,0,sales,low,-0.17999999999999994
11472,0.73,0.54,4,167,3,0,0,0,IT,medium,-0.18999999999999995
11473,0.28,0.59,6,281,3,0,0,0,product_mng,medium,0.30999999999999994
11474,0.77,0.65,3,156,4,0,0,0,product_mng,medium,-0.12
11475,0.67,0.65,3,265,3,0,0,0,product_mng,medium,-0.020000000000000018
11476,0.5,0.53,3,142,3,1,0,0,product_mng,medium,0.030000000000000027
11477,0.32,0.47,3,143,4,0,0,0,IT,medium,0.14999999999999997
11478,0.57,0.78,3,134,3,0,0,0,RandD,medium,0.21000000000000008
11479,0.51,0.8,5,268,3,0,0,0,RandD,medium,0.29000000000000004
11480,0.61,0.6,3,255,2,0,0,0,RandD,medium,-0.010000000000000009
11481,0.83,0.73,4,157,2,0,0,0,RandD,medium,-0.09999999999999998
11482,0.87,0.97,5,151,3,0,0,0,RandD,medium,0.09999999999999998
11483,0.7,0.63,3,157,2,0,0,0,RandD,medium,-0.06999999999999995
11484,0.78,0.65,3,139,3,0,0,0,marketing,high,-0.13
11485,0.71,0.53,4,196,2,1,0,0,sales,low,-0.17999999999999994
11486,0.68,0.99,3,159,2,0,0,0,accounting,medium,0.30999999999999994
11487,0.75,0.53,4,224,4,1,0,0,support,medium,-0.21999999999999997
11493,0.51,0.64,3,203,3,0,0,0,sales,low,0.13
11497,0.54,0.76,3,183,3,0,0,0,sales,low,0.21999999999999997
11498,0.56,0.66,4,264,3,0,0,0,sales,low,0.09999999999999998
11499,0.65,0.77,4,205,3,0,0,0,sales,low,0.12
11500,0.49,0.36,2,192,3,0,0,0,sales,low,-0.13
11501,0.82,0.79,3,176,3,0,0,0,technical,low,-0.029999999999999916
11502,0.6,0.52,3,183,2,0,0,0,support,low,-0.07999999999999996
11504,0.7,0.68,3,150,3,0,0,0,support,low,-0.019999999999999907
11510,0.47,0.43,4,246,3,0,0,0,support,low,-0.03999999999999998
11517,0.49,0.54,4,215,4,0,0,0,IT,medium,0.050000000000000044
11518,0.63,0.93,4,233,3,0,0,0,IT,medium,0.30000000000000004
11525,0.83,0.67,3,175,3,0,0,0,product_mng,medium,-0.15999999999999992
11532,0.89,0.77,3,144,3,0,0,0,management,high,-0.12
11533,0.6,0.91,5,211,3,0,0,0,sales,low,0.31000000000000005
11534,0.64,0.79,4,139,3,0,0,0,sales,low,0.15000000000000002
11535,0.57,0.66,3,268,3,0,0,0,sales,low,0.09000000000000008
11536,0.56,0.98,5,171,3,1,0,0,sales,low,0.41999999999999993
11537,0.6,0.9,4,260,2,0,0,0,sales,medium,0.30000000000000004
11538,0.17,0.66,6,224,3,0,0,0,sales,medium,0.49
11539,0.74,0.49,4,233,3,0,0,0,sales,medium,-0.25
11545,0.58,0.79,3,243,3,1,0,0,sales,medium,0.21000000000000008
11549,0.73,0.92,6,189,3,1,0,0,sales,medium,0.19000000000000006
11550,0.63,0.6,4,258,3,0,0,0,sales,medium,-0.030000000000000027
11551,0.95,0.48,4,225,3,0,0,0,sales,medium,-0.47
11552,0.52,0.83,5,145,3,0,0,0,sales,medium,0.30999999999999994
11553,0.96,0.55,3,164,3,0,0,0,sales,medium,-0.4099999999999999
11554,0.66,0.51,4,254,2,0,0,0,sales,medium,-0.15000000000000002
11556,0.56,0.79,5,248,3,0,0,0,sales,medium,0.22999999999999998
11562,0.76,0.79,3,247,3,0,0,0,sales,low,0.030000000000000027
11569,0.59,0.47,3,159,4,0,0,0,product_mng,low,-0.12
11570,0.92,0.68,4,178,3,0,0,0,product_mng,low,-0.24
11577,0.55,0.78,4,261,3,0,0,0,management,high,0.22999999999999998
11584,0.65,0.74,4,233,4,1,0,0,management,low,0.08999999999999997
11585,0.91,0.75,2,147,3,0,0,0,marketing,low,-0.16000000000000003
11586,0.65,0.55,3,156,5,0,0,0,marketing,low,-0.09999999999999998
11587,0.18,0.49,3,240,2,1,0,0,marketing,low,0.31
11593,0.65,0.85,4,172,3,0,0,0,sales,medium,0.19999999999999996
11597,0.99,0.94,5,151,3,0,0,0,product_mng,medium,-0.050000000000000044
11598,0.76,0.72,3,263,3,0,0,0,product_mng,medium,-0.040000000000000036
11599,0.64,0.67,2,223,3,0,0,0,product_mng,medium,0.030000000000000027
11600,0.95,0.75,4,151,3,0,0,0,product_mng,medium,-0.19999999999999996
11601,0.53,0.66,3,191,3,0,0,0,IT,high,0.13
11602,0.59,0.5,2,162,2,0,0,0,management,high,-0.08999999999999997
11604,0.5,0.49,4,222,3,0,0,0,management,high,-0.010000000000000009
11610,0.89,0.86,4,153,3,0,0,0,accounting,low,-0.030000000000000027
11617,0.72,0.75,4,211,4,0,0,0,sales,medium,0.030000000000000027
11618,0.49,0.94,4,175,3,0,0,0,sales,medium,0.44999999999999996
11625,0.68,0.97,3,250,3,1,0,0,product_mng,medium,0.2899999999999999
11632,0.72,0.66,4,184,3,0,0,0,management,high,-0.05999999999999994
11639,0.7,0.84,3,260,4,1,0,0,support,medium,0.14
11640,0.51,0.52,3,188,3,0,0,0,technical,high,0.010000000000000009
11641,0.22,0.7,4,159,5,0,0,0,management,low,0.48
11642,0.69,0.65,3,153,2,0,0,0,marketing,medium,-0.039999999999999925
11648,0.17,0.66,6,174,3,0,0,0,sales,medium,0.49
11652,0.74,0.67,5,216,3,0,0,0,sales,low,-0.06999999999999995
11653,0.65,0.82,5,265,3,0,0,0,IT,low,0.16999999999999993
11654,0.87,0.73,5,184,3,0,0,0,product_mng,low,-0.14
11655,0.56,0.71,5,244,3,0,0,0,product_mng,low,0.1499999999999999
11656,0.78,0.69,4,202,3,0,0,0,product_mng,low,-0.09000000000000008
11657,0.73,0.57,3,146,2,0,0,0,product_mng,low,-0.16000000000000003
11659,0.15,0.81,5,280,3,1,0,0,RandD,high,0.66
11665,0.96,0.85,4,173,3,0,0,0,marketing,high,-0.10999999999999999
11672,0.5,0.68,3,245,4,0,0,0,marketing,medium,0.18000000000000005
11673,0.93,0.6,3,188,3,0,0,0,marketing,high,-0.33000000000000007
11680,0.59,0.69,3,200,3,0,0,0,sales,low,0.09999999999999998
11687,0.71,0.78,4,227,2,0,0,0,support,low,0.07000000000000006
11688,0.94,0.9,4,144,4,0,0,0,support,low,-0.039999999999999925
11689,0.51,0.76,4,140,3,0,0,0,support,low,0.25
11690,0.83,0.48,4,220,3,1,0,0,support,low,-0.35
11691,0.22,0.62,3,180,3,0,0,0,support,low,0.4
11692,0.66,0.89,4,173,4,0,0,0,support,low,0.22999999999999998
11693,0.14,0.58,3,179,5,0,0,0,support,low,0.43999999999999995
11694,0.16,0.96,5,137,5,1,0,0,technical,low,0.7999999999999999
11695,0.81,0.78,3,165,3,0,0,0,technical,high,-0.030000000000000027
11696,0.73,0.94,3,177,3,0,0,0,technical,low,0.20999999999999996
11697,0.7,0.58,5,168,3,0,0,0,management,low,-0.12
11698,0.62,0.73,3,245,4,0,0,0,IT,low,0.10999999999999999
11699,0.5,0.83,5,258,2,0,0,0,IT,low,0.32999999999999996
11700,0.7,0.88,3,159,2,0,0,0,IT,high,0.18000000000000005
11701,0.53,0.73,3,163,3,1,0,0,IT,low,0.19999999999999996
11702,0.87,0.9,3,174,2,0,0,0,IT,low,0.030000000000000027
11703,0.59,0.6,3,214,2,1,0,0,product_mng,low,0.010000000000000009
11704,0.94,0.67,4,191,3,1,0,0,product_mng,high,-0.2699999999999999
11705,0.2,0.53,5,272,5,0,0,0,product_mng,low,0.33
11706,0.42,0.44,3,183,2,0,0,0,product_mng,medium,0.020000000000000018
11707,0.43,0.66,4,135,2,0,0,0,IT,high,0.23000000000000004
11708,0.43,0.76,6,154,2,0,0,0,management,high,0.33
11709,0.77,0.86,5,238,3,0,0,0,management,high,0.08999999999999997
11710,0.76,0.98,2,235,3,0,0,0,management,high,0.21999999999999997
11711,0.82,0.9,3,215,4,0,0,0,management,high,0.08000000000000007
11712,0.75,0.66,5,234,2,0,0,0,management,high,-0.08999999999999997
11713,0.63,0.98,4,187,3,0,0,0,management,high,0.35
11714,0.51,0.75,3,133,3,0,0,0,sales,medium,0.24
11715,0.23,0.7,3,123,5,0,0,0,sales,medium,0.47
11716,0.77,0.58,4,202,3,0,0,0,sales,medium,-0.19000000000000006
11717,0.54,0.63,4,140,3,0,0,0,sales,medium,0.08999999999999997
11718,0.63,0.85,4,182,3,1,0,0,sales,high,0.21999999999999997
11719,0.55,0.45,3,179,2,1,0,0,sales,low,-0.10000000000000003
11720,0.31,0.63,3,150,3,1,0,0,sales,medium,0.32
11721,0.98,0.74,4,151,3,0,0,0,sales,medium,-0.24
11727,0.88,0.88,4,222,3,1,0,1,sales,medium,0.0
11731,0.77,0.82,4,134,3,0,0,1,sales,low,0.04999999999999993
11732,0.24,0.94,6,141,3,1,0,0,sales,low,0.7
11733,0.74,0.74,5,160,3,1,0,0,sales,high,0.0
11734,0.53,0.59,4,259,3,0,0,0,sales,low,0.05999999999999994
11735,0.89,0.77,5,232,3,0,0,0,sales,low,-0.12
11736,0.23,0.77,5,272,2,0,0,0,sales,low,0.54
11738,0.52,0.72,4,222,3,0,0,0,sales,low,0.19999999999999996
11744,0.48,0.89,4,145,3,0,0,0,sales,low,0.41000000000000003
11751,0.99,0.92,4,265,4,1,0,0,product_mng,medium,-0.06999999999999995
11752,0.78,0.57,3,209,3,0,0,0,product_mng,medium,-0.21000000000000008
11759,0.74,0.98,3,166,3,1,0,1,management,high,0.24
11766,0.76,0.85,3,192,3,0,0,0,marketing,low,0.08999999999999997
11767,0.91,0.65,5,214,3,1,0,0,marketing,low,-0.26
11768,0.8,0.84,4,242,2,1,0,0,marketing,low,0.039999999999999925
11769,0.73,0.72,4,233,2,0,0,0,sales,low,-0.010000000000000009
11770,0.88,0.53,3,218,4,0,0,0,sales,low,-0.35
11771,0.65,0.4,5,125,4,0,0,0,sales,low,-0.25
11772,0.84,0.5,4,178,2,0,0,0,sales,low,-0.33999999999999997
11773,0.93,0.5,5,272,3,0,0,0,sales,low,-0.43000000000000005
11774,0.64,0.6,3,265,4,0,0,0,sales,low,-0.040000000000000036
11775,0.66,0.72,4,271,3,0,0,0,sales,low,0.05999999999999994
11776,0.76,0.56,3,179,3,1,0,0,sales,low,-0.19999999999999996
11777,0.34,0.72,3,118,4,0,0,0,IT,low,0.37999999999999995
11778,0.48,0.8,4,196,5,0,0,0,product_mng,low,0.32000000000000006
11779,0.79,0.61,4,173,2,0,0,0,product_mng,low,-0.18000000000000005
11780,0.82,0.67,4,156,3,0,0,0,product_mng,low,-0.1499999999999999
11781,0.51,0.71,2,180,3,0,0,0,product_mng,low,0.19999999999999996
11782,0.84,0.78,4,263,3,0,0,0,IT,low,-0.05999999999999994
11783,0.66,0.79,5,134,3,0,0,0,management,high,0.13
11784,0.72,0.88,3,189,3,1,0,0,management,high,0.16000000000000003
11785,0.53,0.91,4,167,4,0,0,0,management,high,0.38
11786,0.81,0.8,5,132,2,1,0,0,management,high,-0.010000000000000009
11787,0.58,0.9,3,209,2,0,0,0,management,high,0.32000000000000006
11788,0.82,0.56,2,227,5,1,0,0,management,high,-0.2599999999999999
11789,0.72,0.99,4,239,3,0,0,0,marketing,medium,0.27
11790,0.9,0.54,4,172,4,0,0,0,sales,medium,-0.36
11791,0.98,0.91,3,188,4,0,0,0,accounting,medium,-0.06999999999999995
11792,0.56,0.74,3,265,3,0,0,0,support,medium,0.17999999999999994
11793,0.77,0.82,3,153,3,1,0,0,technical,medium,0.04999999999999993
11794,0.61,0.89,4,242,2,0,0,0,management,medium,0.28
11795,0.97,0.61,4,262,3,1,0,1,marketing,medium,-0.36
11796,0.64,0.55,3,246,2,0,0,1,marketing,high,-0.08999999999999997
11797,0.99,0.97,4,211,2,0,0,1,marketing,low,-0.020000000000000018
11798,0.61,0.42,3,145,4,0,0,1,sales,medium,-0.19
11799,0.72,0.71,4,256,3,0,0,1,sales,medium,-0.010000000000000009
11800,0.67,0.91,2,245,2,1,0,1,sales,medium,0.24
11801,0.9,0.56,3,151,3,0,0,0,sales,medium,-0.33999999999999997
11802,0.9,0.73,4,245,2,0,0,0,sales,low,-0.17000000000000004
11803,0.63,0.61,4,171,3,0,0,0,sales,low,-0.020000000000000018
11804,0.64,0.88,3,252,2,0,0,0,sales,low,0.24
11805,0.44,0.65,3,175,2,0,0,0,IT,low,0.21000000000000002
11806,0.64,0.94,4,210,3,0,0,0,product_mng,low,0.29999999999999993
11807,0.65,0.95,2,180,2,0,0,0,product_mng,low,0.29999999999999993
11808,0.69,0.9,5,103,5,0,0,0,product_mng,low,0.21000000000000008
11809,0.93,0.51,4,110,3,0,0,0,product_mng,low,-0.42000000000000004
11810,0.73,0.9,5,184,3,0,0,0,IT,low,0.17000000000000004
11811,0.83,0.6,4,161,2,0,0,0,management,high,-0.22999999999999998
11812,0.82,0.49,5,210,3,0,0,0,management,high,-0.32999999999999996
11813,0.39,0.91,2,212,2,0,0,0,management,high,0.52
11815,0.88,0.81,4,179,3,0,0,0,management,high,-0.06999999999999995
11816,0.8,0.6,5,217,3,0,0,0,management,high,-0.20000000000000007
11817,0.68,0.79,4,184,3,0,0,0,marketing,low,0.10999999999999999
11818,0.66,0.6,3,210,2,0,0,0,sales,low,-0.06000000000000005
11819,0.61,0.61,4,246,2,0,0,0,accounting,low,0.0
11820,0.74,0.55,4,262,3,0,0,0,support,low,-0.18999999999999995
11821,0.61,0.83,4,245,3,1,0,1,technical,low,0.21999999999999997
11822,0.57,0.99,3,222,3,1,0,1,management,low,0.42000000000000004
11823,0.68,0.54,4,146,4,0,0,1,marketing,medium,-0.14
11824,0.75,0.79,4,263,3,0,0,1,marketing,medium,0.040000000000000036
11825,0.29,0.57,5,134,2,0,0,1,marketing,medium,0.27999999999999997
11826,0.81,0.81,5,250,4,0,0,1,sales,medium,0.0
11827,0.53,0.68,4,173,3,0,0,0,sales,medium,0.15000000000000002
11828,0.42,0.96,6,173,3,0,0,0,sales,medium,0.54
11829,0.64,0.67,4,252,3,1,0,0,sales,medium,0.030000000000000027
11830,0.63,0.5,2,230,4,0,0,0,sales,medium,-0.13
11831,0.81,0.81,4,212,2,1,0,0,sales,medium,0.0
11832,0.71,0.66,5,187,2,0,0,0,sales,medium,-0.04999999999999993
11833,0.7,0.83,5,241,2,0,0,0,sales,medium,0.13
11834,0.53,1.0,3,164,4,0,0,0,IT,medium,0.47
11836,0.17,0.55,4,194,3,0,0,0,product_mng,low,0.38
11837,0.7,0.95,3,158,2,0,0,0,product_mng,medium,0.25
11838,0.43,0.88,2,149,4,0,0,0,product_mng,medium,0.45
11839,0.49,0.62,4,161,2,0,0,0,IT,medium,0.13
11840,0.5,0.9,5,226,2,0,0,0,management,high,0.4
11841,0.57,0.59,2,111,2,0,0,0,management,high,0.020000000000000018
11842,0.68,0.75,4,258,3,0,0,0,management,high,0.06999999999999995
11843,0.62,0.61,3,266,2,0,0,0,management,high,-0.010000000000000009
11844,0.69,0.75,3,253,3,0,0,0,management,high,0.06000000000000005
11845,0.63,0.7,5,160,3,0,0,0,management,high,0.06999999999999995
11846,0.76,0.62,5,230,3,1,0,0,marketing,low,-0.14
11847,0.62,0.76,5,198,3,0,0,0,sales,low,0.14
11848,0.82,0.69,3,250,3,0,0,0,accounting,low,-0.13
11849,0.2,0.7,4,225,5,0,0,0,support,low,0.49999999999999994
11850,0.16,0.7,3,178,3,1,0,0,technical,low,0.5399999999999999
11851,0.2,0.78,4,196,3,0,0,0,management,low,0.5800000000000001
11852,0.53,0.51,4,240,2,0,0,0,marketing,low,-0.020000000000000018
11853,0.71,0.63,3,204,3,0,0,0,marketing,low,-0.07999999999999996
11854,0.7,0.93,3,250,3,0,0,0,marketing,low,0.2300000000000001
11855,0.92,0.94,2,224,2,0,0,0,sales,low,0.019999999999999907
11856,0.81,0.92,4,268,3,0,0,0,sales,low,0.10999999999999999
11857,0.79,0.62,5,167,3,0,0,0,sales,low,-0.17000000000000004
11858,0.53,0.64,3,168,3,0,0,0,sales,low,0.10999999999999999
11859,0.51,0.56,4,168,2,0,0,0,sales,low,0.050000000000000044
11860,0.78,0.9,5,158,3,0,0,0,sales,low,0.12
11861,0.5,0.91,3,240,3,0,0,0,sales,low,0.41000000000000003
11862,0.92,1.0,4,261,4,0,0,0,sales,medium,0.07999999999999996
11863,0.59,0.54,4,176,2,0,0,0,technical,medium,-0.04999999999999993
11864,0.77,0.55,3,217,3,0,0,0,support,medium,-0.21999999999999997
11865,0.74,0.87,5,224,2,0,0,0,support,medium,0.13
11866,0.67,0.97,4,196,3,0,0,0,support,medium,0.29999999999999993
11867,0.56,0.59,3,223,3,0,0,0,support,medium,0.029999999999999916
11868,0.84,0.44,5,131,5,1,0,0,support,medium,-0.39999999999999997
11869,0.53,0.77,2,167,2,0,0,0,support,medium,0.24
11870,0.86,0.71,5,273,3,0,0,0,support,medium,-0.15000000000000002
11871,0.77,0.68,3,98,3,0,0,0,support,medium,-0.08999999999999997
11872,0.97,0.94,4,253,3,0,0,0,support,medium,-0.030000000000000027
11873,0.69,0.87,5,174,3,0,0,0,support,medium,0.18000000000000005
11874,0.73,0.9,3,274,2,0,0,0,support,high,0.17000000000000004
11875,0.42,0.47,6,174,5,0,0,0,technical,low,0.04999999999999999
11876,0.4,0.47,5,173,5,0,0,0,technical,medium,0.06999999999999995
11877,0.33,0.41,2,198,4,0,0,0,technical,medium,0.07999999999999996
11878,0.68,0.66,3,238,2,0,0,0,management,medium,-0.020000000000000018
11879,0.78,0.8,3,256,2,0,0,0,IT,medium,0.020000000000000018
11880,0.92,0.6,3,179,2,0,0,0,IT,low,-0.32000000000000006
11881,0.66,0.66,4,273,4,1,0,0,IT,low,0.0
11882,0.6,0.45,3,104,4,0,0,0,IT,low,-0.14999999999999997
11883,0.86,0.83,4,208,3,1,0,0,IT,low,-0.030000000000000027
11884,0.61,0.49,3,275,2,0,0,0,product_mng,low,-0.12
11885,0.71,0.68,3,231,2,1,0,0,product_mng,low,-0.029999999999999916
11886,0.86,0.62,4,186,3,0,0,0,product_mng,low,-0.24
11887,0.96,0.59,3,241,3,0,0,0,product_mng,low,-0.37
11888,0.7,0.54,3,194,2,1,0,0,IT,low,-0.15999999999999992
11889,0.38,0.49,4,196,3,0,0,1,management,high,0.10999999999999999
11890,0.39,0.75,6,185,3,0,0,1,management,high,0.36
11891,0.49,0.4,2,148,2,1,0,1,management,high,-0.08999999999999997
11892,0.78,0.62,4,150,3,0,0,1,management,high,-0.16000000000000003
11893,0.74,0.79,5,121,5,0,0,1,management,high,0.050000000000000044
11894,0.82,0.76,4,266,3,0,0,1,management,high,-0.05999999999999994
11896,0.72,0.99,3,143,4,0,0,0,sales,low,0.27
11897,0.73,0.97,3,174,3,0,0,0,sales,low,0.24
11898,0.89,0.55,4,159,2,0,0,0,sales,medium,-0.33999999999999997
11899,0.74,0.94,4,157,2,0,0,0,sales,medium,0.19999999999999996
11900,0.83,0.57,2,222,2,0,0,0,sales,medium,-0.26
11901,0.24,0.88,5,199,5,1,0,0,sales,medium,0.64
11907,0.66,0.96,3,243,3,1,0,0,sales,medium,0.29999999999999993
11911,0.64,0.64,2,190,3,0,0,0,sales,low,0.0
11912,0.91,0.82,2,241,3,0,0,0,sales,medium,-0.09000000000000008
11913,0.96,0.68,3,206,3,0,0,0,sales,medium,-0.2799999999999999
11914,0.74,0.7,4,273,3,0,0,0,sales,medium,-0.040000000000000036
11915,0.94,0.99,2,157,3,0,0,0,sales,medium,0.050000000000000044
11916,0.37,0.72,3,183,2,0,0,0,sales,low,0.35
11918,0.86,0.72,3,217,3,0,0,0,sales,low,-0.14
11924,0.94,0.82,4,187,3,0,0,0,sales,low,-0.12
11925,0.42,0.69,3,126,2,0,0,0,sales,low,0.26999999999999996
11926,0.78,0.53,6,168,3,0,0,0,sales,low,-0.25
11927,0.58,0.76,4,197,5,0,0,0,sales,low,0.18000000000000005
11931,0.8,0.93,3,225,4,0,0,0,product_mng,low,0.13
11932,0.82,0.84,3,194,3,0,0,0,product_mng,low,0.020000000000000018
11933,0.95,0.99,5,251,4,0,0,0,product_mng,low,0.040000000000000036
11934,0.88,0.51,5,195,4,0,0,0,IT,low,-0.37
11939,0.92,0.7,3,129,3,0,0,1,management,high,-0.22000000000000008
11946,0.63,0.94,3,172,3,0,0,0,management,medium,0.30999999999999994
11947,0.85,0.9,3,245,3,0,0,0,marketing,medium,0.050000000000000044
11948,0.95,0.66,5,192,3,0,0,0,marketing,medium,-0.2899999999999999
11949,0.71,0.66,3,268,4,0,0,0,marketing,high,-0.04999999999999993
11950,0.49,0.88,4,244,3,0,0,0,sales,low,0.39
11951,0.71,0.69,4,222,4,0,0,0,sales,medium,-0.020000000000000018
11952,0.52,0.62,5,239,2,0,0,0,sales,medium,0.09999999999999998
11953,0.48,0.72,3,143,4,0,0,0,sales,medium,0.24
11954,0.82,0.79,3,160,3,0,0,0,sales,medium,-0.029999999999999916
11960,0.82,0.67,3,198,3,1,0,0,product_mng,low,-0.1499999999999999
11964,0.82,0.8,5,205,3,0,0,0,IT,low,-0.019999999999999907
11965,0.84,0.81,4,236,3,1,0,0,IT,low,-0.029999999999999916
11966,0.92,0.65,3,176,3,0,0,0,IT,low,-0.27
